Stt,Tỉnh mới,Gộp từ các tỉnh cũ,Phường/xã mới,Sát nhập từ các Phường/xã trước
2000,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Gia Viễn,"Thị trấn Thịnh Vượng, Xã Gia Hòa"
2001,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Bình,"Xã Giao Yến, Xã Bạch Long, Xã Giao Tân"
2002,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Hòa,"Xã Hồng Thuận, Xã Giao An, Xã Giao Lạc"
2003,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Hưng,"Xã Giao Nhân, Xã Giao Long, Xã Giao Châu"
2004,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Minh,"Xã Giao Thiện, Xã Giao Hương, Xã Giao Thanh"
2005,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Ninh,"Thị trấn Quất Lâm, Xã Giao Phong, Xã Giao Thịnh"
2006,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Giao Phúc,"Xã Giao Xuân, Xã Giao Hà, Xã Giao Hải"
2007,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Giao Thủy,"Thị trấn Giao Thủy, Xã Bình Hòa"
2008,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Hà Nam,"Phường Lam Hạ, Phường Tân Hiệp, Phường Quang Trung (thành phố Phủ
Lý), Phường Hoàng Đông, Phường Tiên Nội, Xã Tiên Ngoại"
2009,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải An,"Xã Hải Phong, Xã Hải Giang, Xã Hải An"
2010,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Anh,"Xã Hải Minh, Xã Hải Đường, Xã Hải Anh"
2011,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Hậu,"Thị trấn Yên Định, Xã Hải Trung, Xã Hải Long"
2012,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Hưng,"Xã Hải Nam, Xã Hải Lộc, Xã Hải Hưng"
2013,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Quang,"Xã Hải Đông, Xã Hải Tây, Xã Hải Quang"
2014,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Thịnh,"Thị trấn Thịnh Long, Xã Hải Châu, Xã Hải Ninh"
2015,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Tiến,"Thị trấn Cồn, Xã Hải Sơn, Xã Hải Tân"
2016,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hải Xuân,"Xã Hải Phú, Xã Hải Hòa, Xã Hải Xuân"
2017,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hiển Khánh,"Xã Hợp Hưng, Xã Trung Thành, Xã Quang Trung, Xã Hiển Khánh"
2018,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hoa Lư,"Phường Ninh Mỹ, Phường Ninh Khánh, Phường Đông Thành, Phường Tân Thành, Phường Vân Giang, Phường Nam Thành, Phường Nam Bình, Phường
Bích Đào, Xã Ninh Khang, Xã Ninh Nhất, Xã Ninh Tiến"
2019,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hồng Phong,"Xã Nghĩa Hồng, Xã Nghĩa Phong, Xã Nghĩa Phú"
2020,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Hồng Quang,"Xã Hồng Quang (huyện Nam Trực), Xã Nghĩa An, Phường Nam Vân"
2021,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Khánh Hội,"Xã Khánh Mậu, Xã Khánh Thủy, Xã Khánh Hội"
2022,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Khánh Nhạc,"Xã Khánh Hồng, Xã Khánh Nhạc"
2023,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Khánh Thiện,"Xã Khánh Cường, Xã Khánh Lợi, Xã Khánh Thiện"
2024,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Khánh Trung,"Xã Khánh Thành, Xã Khánh Công, Xã Khánh Trung"
2025,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Kim Bảng,"Phường Quế, Phường Ngọc Sơn, Xã Văn Xá"
2026,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Kim Đông,"Xã Kim Trung, Xã Kim Đông, Khu vực bãi bồi ven biển (do huyện Kim Sơn
quản lý)"
2027,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Kim Sơn,"Xã Kim Định, Xã Ân Hòa, Xã Hùng Tiến"
2028,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Kim Thanh,"Phường Tân Tựu, Xã Hoàng Tây"
2029,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Lai Thành,"Xã Yên Lộc (huyện Kim Sơn), Xã Tân Thành, Xã Lai Thành"
2030,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Lê Hồ,"Phường Đại Cương, Phường Đồng Hoá, Phường Lê Hồ"
2031,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Liêm Hà,"Xã Liêm Phong, Xã Liêm Cần, Xã Thanh Hà"
2032,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Liêm Tuyền,"Phường Tân Liêm, Xã Đinh Xá, Xã Trịnh Xá"
2033,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Liên Minh,"Xã Vĩnh Hào, Xã Đại Thắng, Xã Liên Minh"
2034,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Lý Nhân,"Xã Chính Lý, Xã Hợp Lý, Xã Văn Lý"
2035,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Lý Thường Kiệt,"Xã Liên Sơn, Xã Thanh Sơn (thị xã Kim Bảng), Phường Thi Sơn"
2036,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Minh Tân,"Xã Cộng Hòa, Xã Minh Tân"
2037,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Minh Thái,"Xã Trực Đại, Xã Trực Thái, Xã Trực Thắng"
2038,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Mỹ Lộc,"Phường Hưng Lộc, Xã Mỹ Thuận, Xã Mỹ Lộc"
2039,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Nam Định,"Phường Quang Trung (thành phố Nam Định), Phường Vị Xuyên, Phường Lộc Vượng, Phường Cửa Bắc, Phường Trần Hưng Đạo, Phường Năng Tĩnh,
Phường Cửa Nam, Xã Mỹ Phúc"
2040,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Đồng,"Xã Đồng Sơn, Xã Nam Thái"
2041,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Hoa Lư,"Phường Ninh Phong, Phường Ninh Sơn, Xã Ninh Vân, Xã Ninh An, Xã Ninh
Hải"
2042,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Hồng,"Xã Tân Thịnh, Xã Nam Thắng, Xã Nam Hồng"
2043,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Lý,"Xã Tiến Thắng (huyện Lý Nhân), Xã Phú Phúc, Xã Hòa Hậu"
2044,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Minh,"Xã Nam Dương, Xã Bình Minh, Xã Nam Tiến"
2045,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Ninh,"Xã Nam Hoa, Xã Nam Lợi, Xã Nam Hải, Xã Nam Thanh"
2046,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Trực,"Thị trấn Nam Giang, Xã Nam Cường, Xã Nam Hùng"
2047,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nam Xang,"Xã Công Lý, Xã Nguyên Lý, Xã Đức Lý"
2048,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nghĩa Hưng,"Thị trấn Liễu Đề, Xã Nghĩa Thái, Xã Nghĩa Châu, Xã Nghĩa Trung"
2049,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nghĩa Lâm,"Xã Nghĩa Hùng, Xã Nghĩa Hải, Xã Nghĩa Lâm"
2050,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nghĩa Sơn,"Xã Nghĩa Lạc, Xã Nghĩa Sơn"
2051,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Nguyễn Úy,"Phường Tượng Lĩnh, Phường Tân Sơn, Xã Nguyễn Úy"
2052,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nhân Hà,"Xã Nhân Thịnh, Xã Nhân Mỹ, Xã Xuân Khê"
2053,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Nho Quan,"Thị trấn Nho Quan, Xã Đồng Phong, Xã Yên Quang"
2054,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Ninh Cường,"Thị trấn Ninh Cường, Xã Trực Cường, Xã Trực Hùng"
2055,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Ninh Giang,"Xã Trực Chính, Xã Phương Định, Xã Liêm Hải"
2056,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Phát Diệm,"Thị trấn Phát Diệm, Xã Thượng Kiệm, Xã Kim Chính"
2057,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Phong Doanh,"Xã Phú Hưng, Xã Yên Thọ, Xã Yên Chính"
2058,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Phú Long,"Xã Kỳ Phú, Xã Phú Long"
2059,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Phủ Lý,"Phường Châu Cầu, Phường Thanh Châu, Phường Liêm Chính, Phường
Quang Trung (thành phố Phủ Lý)"
2060,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Phú Sơn,"Xã Thạch Bình, Xã Lạc Vân, Xã Phú Sơn"
2061,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Phù Vân,"Phường Lê Hồng Phong, Xã Kim Bình, Xã Phù Vân"
2062,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Quang Hưng,"Xã Trực Khang, Xã Trực Mỹ, Xã Trực Thuận"
2063,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Quang Thiện,"Xã Như Hòa, Xã Đồng Hướng, Xã Quang Thiện"
2064,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Quỹ Nhất,"Thị trấn Quỹ Nhất, Xã Nghĩa Thành, Xã Nghĩa Lợi"
2065,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Quỳnh Lưu,"Xã Phú Lộc, Xã Quỳnh Lưu"
2066,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Rạng Đông,"Xã Nam Điền (huyện Nghĩa Hưng), Xã Phúc Thắng, Thị trấn Rạng Đông"
2067,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Tam Chúc,"Phường Ba Sao, Xã Khả Phong, Xã Thuỵ Lôi"
2068,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Tam Điệp,"Phường Bắc Sơn, Phường Tây Sơn, Xã Quang Sơn"
2069,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Tân Minh,"Xã Trung Nghĩa, Xã Tân Minh"
2070,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Tân Thanh,"Thị trấn Tân Thanh, Xã Thanh Thủy, Xã Thanh Phong"
2071,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Tây Hoa Lư,"Phường Ninh Giang, Xã Trường Yên, Xã Ninh Hòa, Xã Phúc Sơn, Xã Gia
Sinh, Xã Gia Tân"
2072,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Thanh Bình,"Xã Liêm Sơn, Xã Liêm Thuận, Xã Liêm Túc"
2073,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Thanh Lâm,"Xã Thanh Nghị, Xã Thanh Tân, Xã Thanh Hải"
2074,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Thanh Liêm,"Xã Thanh Hương, Xã Thanh Tâm, Xã Thanh Nguyên"
2075,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Thành Nam,"Phường Mỹ Xá, Xã Đại An"
2076,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Thanh Sơn,"Xã Thanh Sơn (huyện Nho Quan), Xã Thượng Hòa, Xã Văn Phú"
2077,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Thiên Trường,"Phường Lộc Hạ, Xã Mỹ Tân, Xã Mỹ Trung"
2078,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Tiên Sơn,"Phường Tiên Sơn, Phường Tiên Nội, Xã Tiên Ngoại"
2079,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Trần Thương,"Xã Trần Hưng Đạo, Xã Nhân Nghĩa, Xã Nhân Bình"
2080,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Trung Sơn,"Phường Nam Sơn, Phường Trung Sơn, Xã Đông Sơn"
2081,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Trực Ninh,"Xã Trực Thanh, Xã Trực Nội, Xã Trực Hưng"
2082,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Trường Thi,"Phường Trường Thi, Xã Thành Lợi"
2083,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Vạn Thắng,"Xã Yên Thắng (huyện Ý Yên), Xã Yên Tiến, Xã Yên Lương"
2084,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Phường Vị Khê,"Xã Nam Điền (huyện Nam Trực), Phường Nam Phong"
2085,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Vĩnh Trụ,"Thị trấn Vĩnh Trụ, Xã Nhân Chính, Xã Nhân Khang"
2086,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Vụ Bản,"Thị trấn Gôi, Xã Kim Thái, Xã Tam Thanh"
2087,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Vũ Dương,"Xã Yên Mỹ (huyện Ý Yên), Xã Yên Bình, Xã Yên Dương, Xã Yên Ninh"
2088,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Xuân Giang,"Xã Xuân Tân, Xã Xuân Phú, Xã Xuân Giang"
2089,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Xuân Hồng,"Xã Xuân Châu, Xã Xuân Thành, Xã Xuân Thượng, Xã Xuân Hồng"
2090,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Xuân Hưng,"Xã Xuân Vinh, Xã Trà Lũ, Xã Thọ Nghiệp"
2091,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Xuân Trường,"Thị trấn Xuân Trường, Xã Xuân Phúc, Xã Xuân Ninh, Xã Xuân Ngọc"
2092,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Ý Yên,"Xã Yên Phong, Xã Hồng Quang (huyện Ý Yên), Xã Yên Khánh, Thị trấn
Lâm"
2093,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Cường,"Xã Yên Nhân, Xã Yên Lộc (huyện Ý Yên), Xã Yên Phúc, Xã Yên Cường"
2094,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Đồng,"Xã Yên Đồng (huyện Ý Yên), Xã Yên Trị, Xã Yên Khang"
2095,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Khánh,"Thị trấn Yên Ninh, Xã Khánh Cư, Xã Khánh Vân, Xã Khánh Hải"
2096,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Mạc,"Xã Yên Mỹ (huyện Yên Mô), Xã Yên Lâm, Xã Yên Mạc"
2097,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Mô,"Thị trấn Yên Thịnh, Xã Khánh Dương, Xã Yên Hòa"
2098,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Sơn,"Phường Tân Bình, Xã Quảng Lạc, Xã Yên Sơn"
2099,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Thắng,"Xã Yên Thắng (huyện Yên Mô), Xã Khánh Thượng, Phường Yên Bình"
2100,Ninh Bình,"Ninh Bình, Nam Định, Hà Nam",Xã Yên Từ,"Xã Yên Phong, Xã Yên Nhân (huyện Yên Mô), Xã Yên Từ"
2101,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã An Bình,"Xã Hưng Thi, Xã Thống Nhất, Xã An Bình"
2102,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã An Nghĩa,"Thị trấn Ba Hàng Đồi, Xã Phú Nghĩa, Xã Phú Thành"
2103,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Phường Âu Cơ,"Phường Thanh Vinh, Phường Âu Cơ, Xã Thanh Minh"
2104,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bản Nguyên,"Xã Cao Xá, Xã Vĩnh Lại, Xã Bản Nguyên"
2105,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bao La,"Xã Mai Hịch, Xã Xăm Khòe, Xã Bao La"
2106,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bằng Luân,"Xã Bằng Doãn, Xã Phúc Lai, Xã Bằng Luân"
2107,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bình Nguyên,"Thị trấn Hương Canh, Xã Tam Hợp, Xã Quất Lưu, Xã Sơn Lôi"
2108,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bình Phú,"Xã Tiên Du, Xã An Đạo, Xã Bình Phú"
2109,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Phường Bình Tuyền,"Thị trấn Bá Hiến, Xã Trung Mỹ"
2110,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Bình Xuyên,"Thị trấn Gia Khánh, Xã Hương Sơn, Xã Thiện Kế"
2111,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Cao Dương,"Xã Thanh Cao, Xã Thanh Sơn, Xã Cao Dương"
2112,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Cao Phong,"Thị trấn Cao Phong, Xã Hợp Phong, Xã Thu Phong"
2113,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Cao Sơn,"Xã Tân Minh, Xã Cao Sơn (huyện Đà Bắc)"
2114,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Cẩm Khê,"Thị trấn Cẩm Khê, Xã Minh Tân, Xã Phong Thịnh"
2115,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Chân Mộng,"Xã Hùng Long, Xã Yên Kiện, Xã Chân Mộng"
2116,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Chí Đám,"Xã Hùng Xuyên, Xã Chí Đám"
2117,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Chí Tiên,"Xã Sơn Cương, Xã Thanh Hà, Xã Chí Tiên"
2118,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Cự Đồng,"Xã Tất Thắng, Xã Thắng Sơn, Xã Cự Đồng"
2119,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Dân Chủ,"Xã Bảo Thanh, Xã Trị Quận, Xã Hạ Giáp, Xã Gia Thanh"
2120,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Dũng Tiến,"Xã Cuối Hạ, Xã Mỵ Hòa, Xã Nuông Dăm"
2121,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đà Bắc,"Thị trấn Đà Bắc, Xã Hiền Lương (huyện Đà Bắc), Xã Toàn Sơn, Xã Tú Lý"
2122,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Phường Đại Đình,"Thị trấn Đại Đình, Xã Bồ Lý"
2123,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đại Đồng,"Xã Ân Nghĩa, Xã Tân Mỹ, Xã Yên Nghiệp"
2124,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đan Thượng,"Xã Tứ Hiệp, Xã Đại Phạm, Xã Hà Lương, Xã Đan Thượng"
2125,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đạo Trù,"Xã Yên Dương, Xã Đạo Trù"
2126,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đào Xá,"Xã Xuân Lộc, Xã Thạch Đồng, Xã Tân Phương, Xã Đào Xá"
2127,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đoan Hùng,"Thị trấn Đoan Hùng, Xã Hợp Nhất, Xã Ngọc Quan"
2128,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đồng Lương,"Xã Điêu Lương, Xã Yên Dưỡng, Xã Đồng Lương"
2129,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đông Thành,"Xã Khải Xuân, Xã Võ Lao, Xã Đông Thành"
2130,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Đức Nhàn,"Xã Mường Chiềng, Xã Nánh Nghê"
2131,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hạ Hòa,"Thị trấn Hạ Hòa, Xã Minh Hạc, Xã Ấm Hạ, Xã Gia Điền"
2132,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hải Lựu,"Xã Nhân Đạo, Xã Đôn Nhân, Xã Phương Khoan, Xã Hải Lựu"
2133,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hiền Lương,"Xã Hiền Lương (huyện Hạ Hòa), Xã Xuân Áng"
2134,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hiền Quan,"Xã Thanh Uyên, Xã Bắc Sơn, Xã Hiền Quan"
2135,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Phường Hòa Bình,"Phường Đồng Tiến, Phường Hữu Nghị, Phường Phương Lâm, Phường Quỳnh Lâm, Phường Tân Thịnh, Phường Thịnh Lang, Phường Trung Minh"
2136,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hoàng An,"Xã Hoàng Đan, Xã Hoàng Lâu, Xã An Hòa"
2137,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hoàng Cương,"Xã Ninh Dân, Xã Mạn Lạn, Xã Hoàng Cương"
2138,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hội Thịnh,"Xã Duy Phiên, Xã Thanh Vân, Xã Hội Thịnh"
2139,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hợp Kim,"Xã Kim Lập, Xã Nam Thượng, Xã Sào Báy"
2140,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hợp Lý,"Xã Ngọc Mỹ (huyện Lập Thạch), Xã Quang Sơn, Xã Hợp Lý"
2141,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hùng Việt,"Xã Nhật Tiến, Xã Hùng Việt"
2142,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hương Cần,"Xã Yên Lương, Xã Yên Lãng, Xã Hương Cần"
2143,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Hy Cương,"Xã Thanh Đình, Xã Chu Hóa, Xã Hy Cương"
2144,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Khả Cửu,"Xã Đông Cửu, Xã Thượng Cửu, Xã Khả Cửu"
2145,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Kim Bôi,"Thị trấn Bo, Xã Vĩnh Đồng, Xã Kim Bôi"
2146,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Kỳ Sơn,"Phường Kỳ Sơn, Xã Độc Lập, Xã Mông Hóa"
2147,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lạc Lương,"Xã Bảo Hiệu, Xã Đa Phúc, Xã Lạc Sỹ, Xã Lạc Lương"
2148,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lạc Sơn,"Thị trấn Vụ Bản, Xã Hương Nhượng, Xã Vũ Bình"
2149,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lạc Thủy,"Thị trấn Chi Nê, Xã Đồng Tâm, Xã Khoan Dụ, Xã Yên Bồng"
2150,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lai Đồng,"Xã Kiệt Sơn, Xã Tân Sơn, Xã Đồng Sơn, Xã Lai Đồng"
2151,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Phường Lâm Thao,"Thị trấn Hùng Sơn, Thị trấn Lâm Thao, Xã Thạch Sơn"
2152,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lập Thạch,"Thị trấn Lập Thạch, Xã Xuân Hòa, Xã Tử Du, Xã Vân Trục"
2153,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Liên Châu,"Xã Đại Tự, Xã Hồng Châu, Xã Liên Châu"
2154,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Liên Hòa,"Thị trấn Hoa Sơn, Xã Bàn Giản, Xã Liên Hòa"
2155,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Liên Minh,"Xã Đỗ Sơn, Xã Đỗ Xuyên, Xã Lương Lỗ"
2156,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Liên Sơn,"Xã Cư Yên, Xã Liên Sơn, Xã Cao Sơn (huyện Lương Sơn)"
2157,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Long Cốc,"Xã Tam Thanh, Xã Vinh Tiền, Xã Long Cốc"
2158,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Lương Sơn,"Thị trấn Lương Sơn, Xã Hòa Sơn, Xã Lâm Sơn, Xã Nhuận Trạch, Xã Tân
Vinh, Xã Cao Sơn (huyện Lương Sơn)"
2159,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Mai Châu,"Thị trấn Mai Châu, Xã Nà Phòn, Xã Thành Sơn, Xã Tòng Đậu, Xã Đồng Tân"
2160,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Mai Hạ,"Xã Chiềng Châu, Xã Vạn Mai, Xã Mai Hạ"
2161,Phú Thọ,"Vĩnh Phức, Phú Thọ, Hòa Bình",Xã Minh Đài,"Xã Mỹ Thuận, Xã Văn Luông, Xã Minh Đài"
